"location" "new_cases" "new_deaths"
"4893" "Costa Rica" 1531 11
"4894" "Costa Rica" 1776 10
"4895" "Costa Rica" 1656 11
"4896" "Costa Rica" 1830 7
"4897" "Costa Rica" 0 0
"4898" "Costa Rica" 2480 25
"4899" "Costa Rica" 1927 18
"4900" "Costa Rica" 2434 16
"4901" "Costa Rica" 2781 15
"4902" "Costa Rica" 2609 14
"4903" "Costa Rica" 0 0
"4904" "Costa Rica" 0 0
"4905" "Costa Rica" 5685 59
"4906" "Costa Rica" 1304 20
"4907" "Costa Rica" 2555 16
"4908" "Costa Rica" 2559 15
"4909" "Costa Rica" 2392 24
"4910" "Costa Rica" 0 0
"4911" "Costa Rica" 0 0
"4912" "Costa Rica" 5992 65
"4913" "Costa Rica" 2236 26
"4914" "Costa Rica" 3173 26
"4915" "Costa Rica" 3039 32
"4916" "Costa Rica" 2815 33
"4917" "Costa Rica" 0 0
"4918" "Costa Rica" 0 0
"4919" "Costa Rica" 5885 78
"4920" "Costa Rica" 2294 48
"4921" "Costa Rica" 2900 23
"4922" "Costa Rica" 2812 40
"4923" "Costa Rica" 2587 29
"4924" "Costa Rica" 0 0
"4925" "Costa Rica" 0 0
"4926" "Costa Rica" 5310 84
"4927" "Costa Rica" 2370 28
"4928" "Costa Rica" 2587 31
"4929" "Costa Rica" 2436 21
"4930" "Costa Rica" 2180 33
"4931" "Costa Rica" 0 0
"4932" "Costa Rica" 0 0
"4933" "Costa Rica" 4884 79
"4934" "Costa Rica" 2293 33
"4935" "Costa Rica" 2319 24
"4936" "Costa Rica" 2181 26
"4937" "Costa Rica" 2200 29
"4938" "Costa Rica" 0 0
"4939" "Costa Rica" 0 0
"4940" "Costa Rica" 3941 75
"4941" "Costa Rica" 1900 23
"4942" "Costa Rica" 2187 27
"4943" "Costa Rica" 2041 20
"4944" "Costa Rica" 1852 24
"4945" "Costa Rica" 0 0
"4946" "Costa Rica" 0 0
"4947" "Costa Rica" 3704 66
"4948" "Costa Rica" 1708 19
"4949" "Costa Rica" 1845 30
"4950" "Costa Rica" 1869 22
"4951" "Costa Rica" 1604 14
"4952" "Costa Rica" 0 0
"4953" "Costa Rica" 0 0
"4954" "Costa Rica" 3465 57
"4955" "Costa Rica" 1525 16
"4956" "Costa Rica" 1903 21
"4957" "Costa Rica" 1743 14
"4958" "Costa Rica" 1739 21
"4959" "Costa Rica" 0 0
"4960" "Costa Rica" 0 0
"4961" "Costa Rica" 3299 46
"4962" "Costa Rica" 1857 13
"4963" "Costa Rica" 1777 6
"4964" "Costa Rica" 1602 7
"4965" "Costa Rica" 1666 12
"4966" "Costa Rica" 0 0
"4967" "Costa Rica" 0 0
"4968" "Costa Rica" 3118 40
"4969" "Costa Rica" 1488 14
"4970" "Costa Rica" 1279 13
"4971" "Costa Rica" 1847 7
"4972" "Costa Rica" 1544 13
"4973" "Costa Rica" 0 0
"4974" "Costa Rica" 0 0
"4975" "Costa Rica" 0 0
"4976" "Costa Rica" 4587 56
"4977" "Costa Rica" 1653 13
"4978" "Costa Rica" 1576 15
"4979" "Costa Rica" 1500 17
"4980" "Costa Rica" 0 0
"4981" "Costa Rica" 0 0
"4982" "Costa Rica" 2983 32
"4983" "Costa Rica" 1354 9
"4984" "Costa Rica" 1532 10
"4985" "Costa Rica" 1802 8
"4986" "Costa Rica" 1139 8
"4987" "Costa Rica" 0 0
"4988" "Costa Rica" 0 0
"4989" "Costa Rica" 0 0
"4990" "Costa Rica" 3436 46
"4991" "Costa Rica" 1467 10
"4992" "Costa Rica" 1695 16
"4993" "Costa Rica" 1608 17
"4994" "Costa Rica" 0 0
"4995" "Costa Rica" 0 0
"4996" "Costa Rica" 0 0
"4997" "Costa Rica" 4309 40
"4998" "Costa Rica" 1795 17
"4999" "Costa Rica" 1827 21
"5000" "Costa Rica" 1932 16
"5001" "Costa Rica" 0 0
"5002" "Costa Rica" 0 0
"5003" "Costa Rica" 3785 38
"5004" "Costa Rica" 1882 7
"5005" "Costa Rica" 2128 16
"5006" "Costa Rica" 2002 14
"5007" "Costa Rica" 1821 12
"5008" "Costa Rica" 0 0
"5009" "Costa Rica" 0 0
"5010" "Costa Rica" 3854 44
"5011" "Costa Rica" 1932 14
"5012" "Costa Rica" 2195 15
"5013" "Costa Rica" 2311 12
"5014" "Costa Rica" 2060 16
"5015" "Costa Rica" 0 0
"5016" "Costa Rica" 0 0
"5017" "Costa Rica" 4795 49
"5018" "Costa Rica" 2230 17
"5019" "Costa Rica" 2619 16
"5020" "Costa Rica" 2706 23
"5021" "Costa Rica" 2787 14
"5022" "Costa Rica" 0 0
"5023" "Costa Rica" 0 0
"5024" "Costa Rica" 5361 61
"5025" "Costa Rica" 2581 14
"5026" "Costa Rica" 2848 17
"5027" "Costa Rica" 2991 17
"5028" "Costa Rica" 2750 28
"5029" "Costa Rica" 0 0
"5030" "Costa Rica" 0 0
"5031" "Costa Rica" 5829 74
"5032" "Costa Rica" 2956 31
"5033" "Costa Rica" 2884 29
"5034" "Costa Rica" 2975 19
"5035" "Costa Rica" 2825 33
"5036" "Costa Rica" 0 0
"5037" "Costa Rica" 0 0
"5038" "Costa Rica" 0 0
"5039" "Costa Rica" 6952 97
"5040" "Costa Rica" 2725 38
"5041" "Costa Rica" 2901 30
"5042" "Costa Rica" 2801 30
"5043" "Costa Rica" 0 0
"5044" "Costa Rica" 0 0
"5045" "Costa Rica" 5490 107
"5046" "Costa Rica" 2731 42
"5047" "Costa Rica" 2547 30
"5048" "Costa Rica" 2701 40
"5049" "Costa Rica" 2550 21
"5050" "Costa Rica" 0 0
"5051" "Costa Rica" 0 0
"5052" "Costa Rica" 4817 88
"5053" "Costa Rica" 2078 39
"5054" "Costa Rica" 2036 33
"5055" "Costa Rica" 2072 37
"5056" "Costa Rica" 1688 27
"5057" "Costa Rica" 0 0
"5058" "Costa Rica" 0 0
"5059" "Costa Rica" 4043 81
"5060" "Costa Rica" 1506 28
"5061" "Costa Rica" 1614 31
"5062" "Costa Rica" 1617 31
"5063" "Costa Rica" 1368 28
"5064" "Costa Rica" 0 0
"5065" "Costa Rica" 0 0
"5066" "Costa Rica" 2574 86
"5067" "Costa Rica" 1319 20
"5068" "Costa Rica" 1170 26
"5069" "Costa Rica" 1050 27
"5070" "Costa Rica" 1010 26
"5071" "Costa Rica" 0 0
"5072" "Costa Rica" 0 0
"5073" "Costa Rica" 1809 60
"5074" "Costa Rica" 708 23
"5075" "Costa Rica" 943 15
"5076" "Costa Rica" 0 0
"5077" "Costa Rica" 1366 51
"5078" "Costa Rica" 0 0
"5079" "Costa Rica" 0 0
"5080" "Costa Rica" 1195 37
"5081" "Costa Rica" 757 14
"5082" "Costa Rica" 732 11
"5083" "Costa Rica" 596 13
"5084" "Costa Rica" 448 8
"5085" "Costa Rica" 0 0
"5086" "Costa Rica" 0 0
"5087" "Costa Rica" 865 49
"5088" "Costa Rica" 491 15
"5089" "Costa Rica" 378 18
"5090" "Costa Rica" 397 13
"5091" "Costa Rica" 487 10
"5092" "Costa Rica" 0 0
"5093" "Costa Rica" 0 0
"5094" "Costa Rica" 650 30
"5095" "Costa Rica" 324 12
"5096" "Costa Rica" 0 0
"5097" "Costa Rica" 634 14
"5098" "Costa Rica" 235 7
"5099" "Costa Rica" 0 0
"5100" "Costa Rica" 0 0
"5101" "Costa Rica" 503 26
"5102" "Costa Rica" 239 8
"5103" "Costa Rica" 195 10
"5104" "Costa Rica" 251 7
"5105" "Costa Rica" 201 3
"5106" "Costa Rica" 0 0
"5107" "Costa Rica" 0 0
"5108" "Costa Rica" 404 13
"5109" "Costa Rica" 167 7
"5110" "Costa Rica" 177 9
"5111" "Costa Rica" 133 4
"5112" "Costa Rica" 131 3
"5113" "Costa Rica" 0 0
"5114" "Costa Rica" 0 0
"5115" "Costa Rica" 0 0
"5116" "Costa Rica" 279 12
"5117" "Costa Rica" 120 6
"5118" "Costa Rica" 304 4
"5119" "Costa Rica" 120 3
"5120" "Costa Rica" 0 0
"5121" "Costa Rica" 0 0
"5122" "Costa Rica" 231 6
"5123" "Costa Rica" 92 6
"5124" "Costa Rica" 0 0
"5125" "Costa Rica" 200 4
"5126" "Costa Rica" 89 4
"5127" "Costa Rica" 0 0
"5128" "Costa Rica" 0 0
"5129" "Costa Rica" 0 0
"5130" "Costa Rica" 310 1
"5131" "Costa Rica" 68 3
"5132" "Costa Rica" 55 0
"5133" "Costa Rica" 110 4
"5134" "Costa Rica" 0 0
"5135" "Costa Rica" 0 0
"5136" "Costa Rica" 0 0
"5137" "Costa Rica" 322 3
"5138" "Costa Rica" 0 0
"5139" "Costa Rica" 0 0
"5140" "Costa Rica" 0 0
"5141" "Costa Rica" 0 0
"5142" "Costa Rica" 0 0
"5143" "Costa Rica" 0 0
"5144" "Costa Rica" 1696 10
"5145" "Costa Rica" 0 0
"5146" "Costa Rica" 0 0
"5147" "Costa Rica" 0 0
"5148" "Costa Rica" 0 0
"5149" "Costa Rica" 0 0
"5150" "Costa Rica" 0 0
"5151" "Costa Rica" 5315 13
"5152" "Costa Rica" 2542 3
"5153" "Costa Rica" 2981 1
"5154" "Costa Rica" 3153 2
"5155" "Costa Rica" 0 0
"5156" "Costa Rica" 0 0
"5157" "Costa Rica" 7198 10
"5158" "Costa Rica" 4050 4
"5159" "Costa Rica" 4170 8
"5160" "Costa Rica" 4693 7
"5161" "Costa Rica" 5224 5
"5162" "Costa Rica" 0 0
"5163" "Costa Rica" 0 0
"5164" "Costa Rica" 10705 15
"5165" "Costa Rica" 5365 4
"5166" "Costa Rica" 5359 9
"5167" "Costa Rica" 6016 7
"5168" "Costa Rica" 6169 10
"5169" "Costa Rica" 0 0
"5170" "Costa Rica" 0 0
"5171" "Costa Rica" 0 0
"5172" "Costa Rica" 18188 41
"5173" "Costa Rica" 6525 13
"5174" "Costa Rica" 6969 16
"5175" "Costa Rica" 7302 12
"5176" "Costa Rica" 0 0
"5177" "Costa Rica" 0 0
"5178" "Costa Rica" 12385 42
"5179" "Costa Rica" 6606 18
"5180" "Costa Rica" 7089 12
"5181" "Costa Rica" 7189 16
"5182" "Costa Rica" 6222 20
"5183" "Costa Rica" 0 0
"5184" "Costa Rica" 0 0
"5185" "Costa Rica" 11737 53
"5186" "Costa Rica" 6136 18
"5187" "Costa Rica" 6105 18
"5188" "Costa Rica" 5656 22
"5189" "Costa Rica" 5488 20
"5190" "Costa Rica" 0 0
"5191" "Costa Rica" 0 0
"5192" "Costa Rica" 9427 34
"5193" "Costa Rica" 4507 23
"5194" "Costa Rica" 4291 18
"5195" "Costa Rica" 4005 27
"5196" "Costa Rica" 4114 20
"5197" "Costa Rica" 0 0
"5198" "Costa Rica" 0 0
"5199" "Costa Rica" 7007 42
"5200" "Costa Rica" 3391 18
"5201" "Costa Rica" 3195 15
"5202" "Costa Rica" 2796 15
"5203" "Costa Rica" 2646 15
"5204" "Costa Rica" 0 0
"5205" "Costa Rica" 0 0
"5206" "Costa Rica" 4456 38
"5207" "Costa Rica" 2203 10
"5208" "Costa Rica" 1909 10
"5209" "Costa Rica" 1772 16
"5210" "Costa Rica" 1771 9
"5211" "Costa Rica" 0 0
"5212" "Costa Rica" 0 0
"5213" "Costa Rica" 2955 39
"5214" "Costa Rica" 1458 15
"5215" "Costa Rica" 1449 6
"5216" "Costa Rica" 1368 7
"5217" "Costa Rica" 1122 11
"5218" "Costa Rica" 0 0
"5219" "Costa Rica" 0 0
"5220" "Costa Rica" 2223 26
"5221" "Costa Rica" 1093 6
"5222" "Costa Rica" 1095 10
"5223" "Costa Rica" 1096 13
"5224" "Costa Rica" 958 11
"5225" "Costa Rica" 0 0
"5226" "Costa Rica" 0 0
"5227" "Costa Rica" 1752 18
"5228" "Costa Rica" 902 12
"5229" "Costa Rica" 912 5
"5230" "Costa Rica" 943 2
"5231" "Costa Rica" 817 3
"5232" "Costa Rica" 0 0
"5233" "Costa Rica" 0 0
"5234" "Costa Rica" 0 0
"5235" "Costa Rica" 0 0
"5236" "Costa Rica" 3102 32
"5237" "Costa Rica" 709 2
"5238" "Costa Rica" 831 8
"5239" "Costa Rica" 0 0
"5240" "Costa Rica" 0 0
"5241" "Costa Rica" 0 0
"5242" "Costa Rica" 1975 19
"5243" "Costa Rica" 0 0
"5244" "Costa Rica" 0 0
"5245" "Costa Rica" 0 0
"5246" "Costa Rica" 0 0
"5247" "Costa Rica" 0 0
"5248" "Costa Rica" 0 0
"5249" "Costa Rica" 3549 30
"5250" "Costa Rica" 0 0
"5251" "Costa Rica" 0 0
"5252" "Costa Rica" 0 0
"5253" "Costa Rica" 0 0
"5254" "Costa Rica" 0 0
"5255" "Costa Rica" 0 0
"5256" "Costa Rica" 0 0
"5257" "Costa Rica" 2892 26
"5258" "Costa Rica" 0 0
"5259" "Costa Rica" 0 0
"5260" "Costa Rica" 0 0
"5261" "Costa Rica" 0 0
"5262" "Costa Rica" 0 0
"5263" "Costa Rica" 0 0
"5264" "Costa Rica" 4290 22
"5265" "Costa Rica" 0 0
"5266" "Costa Rica" 0 0
"5267" "Costa Rica" 0 0
"5268" "Costa Rica" 0 0
"5269" "Costa Rica" 0 0
"5270" "Costa Rica" 0 0
"5271" "Costa Rica" 5216 16
"5272" "Costa Rica" 0 0
"5273" "Costa Rica" 0 0
"5274" "Costa Rica" 0 0
"5275" "Costa Rica" 0 0
"5276" "Costa Rica" 0 0
"5277" "Costa Rica" 8874 23
"5278" "Costa Rica" 0 0
"5279" "Costa Rica" 0 0
"5280" "Costa Rica" 0 0
"5281" "Costa Rica" 0 0
"5282" "Costa Rica" 0 0
"5283" "Costa Rica" 0 0
"5284" "Costa Rica" 0 0
"5285" "Costa Rica" 11369 28
"5286" "Costa Rica" 0 0
"5287" "Costa Rica" 0 0
"5288" "Costa Rica" 0 0
"5289" "Costa Rica" 0 0
"5290" "Costa Rica" 0 0
"5291" "Costa Rica" 13505 23
"5292" "Costa Rica" 0 0
"5293" "Costa Rica" 0 0
"5294" "Costa Rica" 0 0
"5295" "Costa Rica" 0 0
"5296" "Costa Rica" 0 0
"5297" "Costa Rica" 0 0
"5298" "Costa Rica" 0 0
"5299" "Costa Rica" 13896 30
"5300" "Costa Rica" 0 0
"5301" "Costa Rica" 0 0
"5302" "Costa Rica" 0 0
"5303" "Costa Rica" 0 0
"5304" "Costa Rica" 0 0
"5305" "Costa Rica" 0 0
"5306" "Costa Rica" 0 0
"5307" "Costa Rica" 0 0
"5308" "Costa Rica" 0 0
"5309" "Costa Rica" 0 0
"5310" "Costa Rica" 0 0
"5311" "Costa Rica" 0 0
"5312" "Costa Rica" 0 0
"5313" "Costa Rica" 0 0
"5314" "Costa Rica" 0 0
"5315" "Costa Rica" 0 0
"5316" "Costa Rica" 0 0
"5317" "Costa Rica" 0 0
"5318" "Costa Rica" 0 0
"5319" "Costa Rica" 0 0
"5320" "Costa Rica" 0 0
"5321" "Costa Rica" 0 0
"5322" "Costa Rica" 0 0
"5323" "Costa Rica" 0 0
"5324" "Costa Rica" 0 0
"5325" "Costa Rica" 0 0
"5326" "Costa Rica" 0 0
"5327" "Costa Rica" 0 0
"5328" "Costa Rica" 0 0
"5329" "Costa Rica" 0 0
"5330" "Costa Rica" 0 0
"5331" "Costa Rica" 0 0
"5332" "Costa Rica" 0 0
"5333" "Costa Rica" 0 0
"5334" "Costa Rica" 0 0
"5335" "Costa Rica" 0 0
"5336" "Costa Rica" 0 0
"5337" "Costa Rica" 0 0
"5338" "Costa Rica" 0 0
"5339" "Costa Rica" 0 0
"5340" "Costa Rica" 0 0
"5341" "Costa Rica" 0 0
"5342" "Costa Rica" 0 0
"5343" "Costa Rica" 0 0
"5344" "Costa Rica" 0 0
"5345" "Costa Rica" 0 0
"5346" "Costa Rica" 0 0
"5347" "Costa Rica" 0 0
"5348" "Costa Rica" 55406 0
"5349" "Costa Rica" 0 0
"5350" "Costa Rica" 0 0
"5351" "Costa Rica" 28873 145
"5352" "Costa Rica" 0 0
"5353" "Costa Rica" 0 0
"5354" "Costa Rica" 39162 20
"5355" "Costa Rica" 0 0
"5356" "Costa Rica" 0 0
"5357" "Costa Rica" 0 0
"5358" "Costa Rica" 0 30
"5359" "Costa Rica" 0 0
"5360" "Costa Rica" 0 0
"5361" "Costa Rica" 16010 20
"5362" "Costa Rica" 0 0
"5363" "Costa Rica" 0 0
"5364" "Costa Rica" 0 14
"5365" "Costa Rica" 0 0
"5366" "Costa Rica" 0 0
"5367" "Costa Rica" 0 0
"5368" "Costa Rica" 13310 20
"5369" "Costa Rica" 0 0
"5370" "Costa Rica" 0 0
"5371" "Costa Rica" 0 6
"5372" "Costa Rica" 0 0
"5373" "Costa Rica" 0 0
"5374" "Costa Rica" 0 0
"5375" "Costa Rica" 11467 20
"5376" "Costa Rica" 0 0
"5377" "Costa Rica" 0 0
"5378" "Costa Rica" 0 8
"5379" "Costa Rica" 0 0
"5380" "Costa Rica" 0 0
"5381" "Costa Rica" 0 0
"5382" "Costa Rica" 10663 20
"5383" "Costa Rica" 0 0
"5384" "Costa Rica" 0 8
"5385" "Costa Rica" 0 0
"5386" "Costa Rica" 0 0
"5387" "Costa Rica" 0 0
"5388" "Costa Rica" 0 0
"5389" "Costa Rica" 8891 20
"5390" "Costa Rica" 0 0
"5391" "Costa Rica" 0 0
"5392" "Costa Rica" 0 11
"5393" "Costa Rica" 0 0
"5394" "Costa Rica" 0 0
"5395" "Costa Rica" 0 0
"5396" "Costa Rica" 8913 20
"5397" "Cuba" 2 1
"5398" "Cuba" 4 0
"5399" "Cuba" 5 0
"5400" "Cuba" 5 0
"5401" "Cuba" 14 0
"5402" "Cuba" 5 0
"5403" "Cuba" 8 0
"5404" "Cuba" 9 0
"5405" "Cuba" 10 1
"5406" "Cuba" 13 0
"5407" "Cuba" 39 1
"5408" "Cuba" 20 0
"5409" "Cuba" 31 1
"5410" "Cuba" 16 2
"5411" "Cuba" 26 0
"5412" "Cuba" 21 0
"5413" "Cuba" 36 0
"5414" "Cuba" 19 0
"5415" "Cuba" 32 2
"5416" "Cuba" 30 1
"5417" "Cuba" 46 2
"5418" "Cuba" 61 1
"5419" "Cuba" 58 3
"5420" "Cuba" 49 0
"5421" "Cuba" 56 1
"5422" "Cuba" 49 2
"5423" "Cuba" 57 3
"5424" "Cuba" 40 0
"5425" "Cuba" 48 3
"5426" "Cuba" 48 3
"5427" "Cuba" 61 4
"5428" "Cuba" 63 1
"5429" "Cuba" 49 2
"5430" "Cuba" 52 2
"5431" "Cuba" 50 2
"5432" "Cuba" 52 2
"5433" "Cuba" 46 3
"5434" "Cuba" 50 6
"5435" "Cuba" 52 2
"5436" "Cuba" 32 3
"5437" "Cuba" 20 2
"5438" "Cuba" 48 2
"5439" "Cuba" 30 0
"5440" "Cuba" 34 3
"5441" "Cuba" 36 3
"5442" "Cuba" 74 2
"5443" "Cuba" 38 1
"5444" "Cuba" 19 2
"5445" "Cuba" 17 0
"5446" "Cuba" 18 0
"5447" "Cuba" 26 4
"5448" "Cuba" 12 1
"5449" "Cuba" 13 0
"5450" "Cuba" 12 3
"5451" "Cuba" 17 0
"5452" "Cuba" 21 1
"5453" "Cuba" 6 1
"5454" "Cuba" 20 0
"5455" "Cuba" 10 0
"5456" "Cuba" 22 0
"5457" "Cuba" 10 0
"5458" "Cuba" 9 0
"5459" "Cuba" 6 0
"5460" "Cuba" 13 0
"5461" "Cuba" 8 1
"5462" "Cuba" 8 1
"5463" "Cuba" 15 0
"5464" "Cuba" 10 1
"5465" "Cuba" 6 0
"5466" "Cuba" 16 0
"5467" "Cuba" 11 0
"5468" "Cuba" 9 0
"5469" "Cuba" 22 0
"5470" "Cuba" 20 1
"5471" "Cuba" 20 0
"5472" "Cuba" 38 0
"5473" "Cuba" 9 0
"5474" "Cuba" 15 0
"5475" "Cuba" 12 0
"5476" "Cuba" 14 0
"5477" "Cuba" 40 0
"5478" "Cuba" 18 0
"5479" "Cuba" 9 0
"5480" "Cuba" 5 0
"5481" "Cuba" 6 0
"5482" "Cuba" 8 1
"5483" "Cuba" 14 0
"5484" "Cuba" 5 0
"5485" "Cuba" 10 0
"5486" "Cuba" 14 0
"5487" "Cuba" 11 0
"5488" "Cuba" 7 0
"5489" "Cuba" 15 1
"5490" "Cuba" 10 0
"5491" "Cuba" 4 0
"5492" "Cuba" 3 0
"5493" "Cuba" 3 0
"5494" "Cuba" 3 0
"5495" "Cuba" 1 0
"5496" "Cuba" 2 0
"5497" "Cuba" 4 0
"5498" "Cuba" 5 1
"5499" "Cuba" 2 0
"5500" "Cuba" 8 0
"5501" "Cuba" 1 0
"5502" "Cuba" 7 0
"5503" "Cuba" 5 0
"5504" "Cuba" 8 0
"5505" "Cuba" 8 0
"5506" "Cuba" 3 0
"5507" "Cuba" 8 0
"5508" "Cuba" 15 0
"5509" "Cuba" 4 0
"5510" "Cuba" 4 0
"5511" "Cuba" 10 0
"5512" "Cuba" 7 1
"5513" "Cuba" 6 0
"5514" "Cuba" 2 0
"5515" "Cuba" 4 0
"5516" "Cuba" 6 0
"5517" "Cuba" 2 0
"5518" "Cuba" 4 0
"5519" "Cuba" 1 0
"5520" "Cuba" 1 0
"5521" "Cuba" 0 0
"5522" "Cuba" 3 0
"5523" "Cuba" 13 0
"5524" "Cuba" 4 0
"5525" "Cuba" 3 0
"5526" "Cuba" 9 0
"5527" "Cuba" 17 0
"5528" "Cuba" 37 0
"5529" "Cuba" 23 0
"5530" "Cuba" 33 0
"5531" "Cuba" 9 0
"5532" "Cuba" 11 0
"5533" "Cuba" 25 0
"5534" "Cuba" 13 0
"5535" "Cuba" 24 0
"5536" "Cuba" 31 1
"5537" "Cuba" 25 0
"5538" "Cuba" 49 0
"5539" "Cuba" 54 0
"5540" "Cuba" 59 0
"5541" "Cuba" 65 0
"5542" "Cuba" 93 0
"5543" "Cuba" 47 0
"5544" "Cuba" 35 0
"5545" "Cuba" 46 1
"5546" "Cuba" 63 0
"5547" "Cuba" 24 0
"5548" "Cuba" 48 0
"5549" "Cuba" 44 0
"5550" "Cuba" 74 0
"5551" "Cuba" 83 0
"5552" "Cuba" 17 1
"5553" "Cuba" 35 0
"5554" "Cuba" 65 2
"5555" "Cuba" 35 0
"5556" "Cuba" 27 0
"5557" "Cuba" 15 1
"5558" "Cuba" 47 0
"5559" "Cuba" 60 0
"5560" "Cuba" 59 2
"5561" "Cuba" 48 0
"5562" "Cuba" 59 0
"5563" "Cuba" 33 1
"5564" "Cuba" 61 3
"5565" "Cuba" 88 2
"5566" "Cuba" 52 0
"5567" "Cuba" 32 0
"5568" "Cuba" 11 1
"5569" "Cuba" 43 1
"5570" "Cuba" 25 2
"5571" "Cuba" 82 0
"5572" "Cuba" 92 2
"5573" "Cuba" 42 0
"5574" "Cuba" 60 2
"5575" "Cuba" 31 0
"5576" "Cuba" 42 0
"5577" "Cuba" 77 0
"5578" "Cuba" 73 1
"5579" "Cuba" 57 0
"5580" "Cuba" 71 2
"5581" "Cuba" 51 2
"5582" "Cuba" 36 2
"5583" "Cuba" 50 1
"5584" "Cuba" 81 1
"5585" "Cuba" 48 1
"5586" "Cuba" 40 0
"5587" "Cuba" 40 0
"5588" "Cuba" 62 2
"5589" "Cuba" 45 2
"5590" "Cuba" 26 0
"5591" "Cuba" 48 0
"5592" "Cuba" 66 0
"5593" "Cuba" 73 0
"5594" "Cuba" 48 0
"5595" "Cuba" 62 0
"5596" "Cuba" 29 0
"5597" "Cuba" 36 1
"5598" "Cuba" 38 0
"5599" "Cuba" 15 0
"5600" "Cuba" 19 0
"5601" "Cuba" 26 0
"5602" "Cuba" 5 0
"5603" "Cuba" 30 0
"5604" "Cuba" 22 0
"5605" "Cuba" 17 0
"5606" "Cuba" 18 0
"5607" "Cuba" 27 0
"5608" "Cuba" 56 1
"5609" "Cuba" 52 1
"5610" "Cuba" 50 0
"5611" "Cuba" 38 2
"5612" "Cuba" 47 0
"5613" "Cuba" 63 0
"5614" "Cuba" 53 1
"5615" "Cuba" 58 0
"5616" "Cuba" 55 0
"5617" "Cuba" 32 0
"5618" "Cuba" 29 0
"5619" "Cuba" 83 0
"5620" "Cuba" 49 0
"5621" "Cuba" 39 0
"5622" "Cuba" 35 0
"5623" "Cuba" 86 0
"5624" "Cuba" 48 0
"5625" "Cuba" 35 1
"5626" "Cuba" 65 0
"5627" "Cuba" 109 0
"5628" "Cuba" 40 0
"5629" "Cuba" 44 1
"5630" "Cuba" 39 0
"5631" "Cuba" 30 0
"5632" "Cuba" 52 0
"5633" "Cuba" 43 0
"5634" "Cuba" 37 0
"5635" "Cuba" 58 1
"5636" "Cuba" 54 0
"5637" "Cuba" 27 0
"5638" "Cuba" 22 0
"5639" "Cuba" 49 0
"5640" "Cuba" 28 0
"5641" "Cuba" 37 0
"5642" "Cuba" 21 0
"5643" "Cuba" 38 0
"5644" "Cuba" 35 1
"5645" "Cuba" 48 0
"5646" "Cuba" 33 0
"5647" "Cuba" 71 1
"5648" "Cuba" 76 0
"5649" "Cuba" 49 0
"5650" "Cuba" 35 0
"5651" "Cuba" 63 0
"5652" "Cuba" 60 1
"5653" "Cuba" 51 1
"5654" "Cuba" 97 1
"5655" "Cuba" 75 0
"5656" "Cuba" 75 0
"5657" "Cuba" 79 0
"5658" "Cuba" 104 0
"5659" "Cuba" 68 0
"5660" "Cuba" 124 0
"5661" "Cuba" 76 0
"5662" "Cuba" 124 0
"5663" "Cuba" 75 0
"5664" "Cuba" 86 0
"5665" "Cuba" 87 1
"5666" "Cuba" 69 0
"5667" "Cuba" 69 0
"5668" "Cuba" 96 0
"5669" "Cuba" 83 0
"5670" "Cuba" 100 0
"5671" "Cuba" 122 0
"5672" "Cuba" 131 0
"5673" "Cuba" 103 0
"5674" "Cuba" 115 0
"5675" "Cuba" 142 2
"5676" "Cuba" 116 0
"5677" "Cuba" 217 0
"5678" "Cuba" 183 1
"5679" "Cuba" 138 1
"5680" "Cuba" 167 1
"5681" "Cuba" 229 1
"5682" "Cuba" 167 0
"5683" "Cuba" 86 2
"5684" "Cuba" 176 1
"5685" "Cuba" 193 0
"5686" "Cuba" 169 0
"5687" "Cuba" 199 1
"5688" "Cuba" 316 0
"5689" "Cuba" 224 0
"5690" "Cuba" 201 1
"5691" "Cuba" 314 0
"5692" "Cuba" 344 0
"5693" "Cuba" 365 0
"5694" "Cuba" 388 3
"5695" "Cuba" 431 2
"5696" "Cuba" 487 2
"5697" "Cuba" 550 3
"5698" "Cuba" 505 2
"5699" "Cuba" 547 2
"5700" "Cuba" 405 4
"5701" "Cuba" 650 4
"5702" "Cuba" 292 3
"5703" "Cuba" 330 2
"5704" "Cuba" 349 5
"5705" "Cuba" 408 4
"5706" "Cuba" 530 4
"5707" "Cuba" 567 3
"5708" "Cuba" 634 3
"5709" "Cuba" 567 3
"5710" "Cuba" 786 3
"5711" "Cuba" 825 4
"5712" "Cuba" 666 4
"5713" "Cuba" 659 2
"5714" "Cuba" 910 3
"5715" "Cuba" 1012 1
"5716" "Cuba" 906 2
"5717" "Cuba" 1044 2
"5718" "Cuba" 893 2
"5719" "Cuba" 816 5
"5720" "Cuba" 845 4
"5721" "Cuba" 821 4
"5722" "Cuba" 820 5
"5723" "Cuba" 653 2
"5724" "Cuba" 580 4
"5725" "Cuba" 858 5
"5726" "Cuba" 850 4
"5727" "Cuba" 823 4
"5728" "Cuba" 888 4
"5729" "Cuba" 806 5
"5730" "Cuba" 715 3
"5731" "Cuba" 937 5
"5732" "Cuba" 824 3
"5733" "Cuba" 923 5
"5734" "Cuba" 859 5
"5735" "Cuba" 937 4
"5736" "Cuba" 1039 5
"5737" "Cuba" 838 4
"5738" "Cuba" 836 4
"5739" "Cuba" 699 4
"5740" "Cuba" 670 4
"5741" "Cuba" 875 2
"5742" "Cuba" 720 4
"5743" "Cuba" 618 4
