"location" "new_cases" "new_deaths"
"9632" "Guatemala" 329 4
"9633" "Guatemala" 254 4
"9634" "Guatemala" 213 2
"9635" "Guatemala" 69 5
"9636" "Guatemala" 64 5
"9637" "Guatemala" 376 4
"9638" "Guatemala" 373 4
"9639" "Guatemala" 322 4
"9640" "Guatemala" 163 6
"9641" "Guatemala" 98 1
"9642" "Guatemala" 39 1
"9643" "Guatemala" 91 1
"9644" "Guatemala" 597 1
"9645" "Guatemala" 821 3
"9646" "Guatemala" 887 4
"9647" "Guatemala" 797 1
"9648" "Guatemala" 230 1
"9649" "Guatemala" 106 1
"9650" "Guatemala" 109 1
"9651" "Guatemala" 1007 1
"9652" "Guatemala" 1919 3
"9653" "Guatemala" 0 0
"9654" "Guatemala" 3883 4
"9655" "Guatemala" 2050 6
"9656" "Guatemala" 1042 1
"9657" "Guatemala" 343 1
"9658" "Guatemala" 2116 1
"9659" "Guatemala" 2283 1
"9660" "Guatemala" 2872 17
"9661" "Guatemala" 2628 15
"9662" "Guatemala" 2827 15
"9663" "Guatemala" 1397 1
"9664" "Guatemala" 384 3
"9665" "Guatemala" 2901 12
"9666" "Guatemala" 3199 12
"9667" "Guatemala" 3173 20
"9668" "Guatemala" 3189 22
"9669" "Guatemala" 2995 18
"9670" "Guatemala" 818 5
"9671" "Guatemala" 659 4
"9672" "Guatemala" 3070 13
"9673" "Guatemala" 3655 9
"9674" "Guatemala" 4094 23
"9675" "Guatemala" 4234 26
"9676" "Guatemala" 2784 30
"9677" "Guatemala" 1283 6
"9678" "Guatemala" 681 6
"9679" "Guatemala" 4223 16
"9680" "Guatemala" 3872 20
"9681" "Guatemala" 3925 25
"9682" "Guatemala" 3304 24
"9683" "Guatemala" 4296 25
"9684" "Guatemala" 1166 6
"9685" "Guatemala" 981 8
"9686" "Guatemala" 4025 18
"9687" "Guatemala" 4720 15
"9688" "Guatemala" 4899 35
"9689" "Guatemala" 4276 34
"9690" "Guatemala" 3983 16
"9691" "Guatemala" 1139 10
"9692" "Guatemala" 858 6
"9693" "Guatemala" 4054 18
"9694" "Guatemala" 4743 18
"9695" "Guatemala" 4503 30
"9696" "Guatemala" 4024 35
"9697" "Guatemala" 3319 36
"9698" "Guatemala" 988 7
"9699" "Guatemala" 715 7
"9700" "Guatemala" 3793 39
"9701" "Guatemala" 4379 28
"9702" "Guatemala" 3660 45
"9703" "Guatemala" 3440 33
"9704" "Guatemala" 2687 22
"9705" "Guatemala" 729 10
"9706" "Guatemala" 0 0
"9707" "Guatemala" 3824 39
"9708" "Guatemala" 3209 8
"9709" "Guatemala" 2845 11
"9710" "Guatemala" 2485 16
"9711" "Guatemala" 2590 28
"9712" "Guatemala" 559 4
"9713" "Guatemala" 458 6
"9714" "Guatemala" 2847 23
"9715" "Guatemala" 2592 10
"9716" "Guatemala" 2003 11
"9717" "Guatemala" 2341 12
"9718" "Guatemala" 1965 5
"9719" "Guatemala" 321 9
"9720" "Guatemala" 363 6
"9721" "Guatemala" 2060 11
"9722" "Guatemala" 2133 8
"9723" "Guatemala" 2539 13
"9724" "Guatemala" 1986 15
"9725" "Guatemala" 1665 25
"9726" "Guatemala" 360 7
"9727" "Guatemala" 517 3
"9728" "Guatemala" 1801 12
"9729" "Guatemala" 2023 5
"9730" "Guatemala" 1357 9
"9731" "Guatemala" 1311 7
"9732" "Guatemala" 1014 4
"9733" "Guatemala" 343 7
"9734" "Guatemala" 142 4
"9735" "Guatemala" 1417 6
"9736" "Guatemala" 1535 5
"9737" "Guatemala" 1278 12
"9738" "Guatemala" 1007 6
"9739" "Guatemala" 864 7
"9740" "Guatemala" 188 2
"9741" "Guatemala" 216 2
"9742" "Guatemala" 1010 9
"9743" "Guatemala" 797 12
"9744" "Guatemala" 767 11
"9745" "Guatemala" 758 6
"9746" "Guatemala" 732 6
"9747" "Guatemala" 125 4
"9748" "Guatemala" 87 2
"9749" "Guatemala" 809 21
"9750" "Guatemala" 853 11
"9751" "Guatemala" 239 5
"9752" "Guatemala" 51 6
"9753" "Guatemala" 115 5
"9754" "Guatemala" 66 3
"9755" "Guatemala" 50 4
"9756" "Guatemala" 910 11
"9757" "Guatemala" 898 12
"9758" "Guatemala" 1061 18
"9759" "Guatemala" 864 21
"9760" "Guatemala" 1028 18
"9761" "Guatemala" 203 6
"9762" "Guatemala" 81 5
"9763" "Guatemala" 616 9
"9764" "Guatemala" 790 4
"9765" "Guatemala" 930 7
"9766" "Guatemala" 879 21
"9767" "Guatemala" 678 18
"9768" "Guatemala" 65 16
"9769" "Guatemala" 21 13
"9770" "Guatemala" 153 9
"9771" "Guatemala" 706 14
"9772" "Guatemala" 607 17
"9773" "Guatemala" 709 30
"9774" "Guatemala" 610 15
"9775" "Guatemala" 78 1
"9776" "Guatemala" 57 4
"9777" "Guatemala" 703 16
"9778" "Guatemala" 0 0
"9779" "Guatemala" 960 53
"9780" "Guatemala" 662 20
"9781" "Guatemala" 555 25
"9782" "Guatemala" 71 5
"9783" "Guatemala" 88 7
"9784" "Guatemala" 689 13
"9785" "Guatemala" 794 22
"9786" "Guatemala" 817 28
"9787" "Guatemala" 911 31
"9788" "Guatemala" 574 19
"9789" "Guatemala" 120 12
"9790" "Guatemala" 80 15
"9791" "Guatemala" 621 22
"9792" "Guatemala" 818 33
"9793" "Guatemala" 614 23
"9794" "Guatemala" 682 37
"9795" "Guatemala" 695 24
"9796" "Guatemala" 92 9
"9797" "Guatemala" 71 14
"9798" "Guatemala" 833 21
"9799" "Guatemala" 914 16
"9800" "Guatemala" 840 10
"9801" "Guatemala" 839 18
"9802" "Guatemala" 965 12
"9803" "Guatemala" 102 11
"9804" "Guatemala" 106 5
"9805" "Guatemala" 1132 10
"9806" "Guatemala" 1401 10
"9807" "Guatemala" 1059 12
"9808" "Guatemala" 0 0
"9809" "Guatemala" 2537 26
"9810" "Guatemala" 215 5
"9811" "Guatemala" 151 6
"9812" "Guatemala" 1525 16
"9813" "Guatemala" 2138 15
"9814" "Guatemala" 1573 27
"9815" "Guatemala" 1902 20
"9816" "Guatemala" 1768 22
"9817" "Guatemala" 298 8
"9818" "Guatemala" 248 13
"9819" "Guatemala" 0 0
"9820" "Guatemala" 6032 21
"9821" "Guatemala" 3166 21
"9822" "Guatemala" 3158 13
"9823" "Guatemala" 3062 22
"9824" "Guatemala" 717 6
"9825" "Guatemala" 612 7
"9826" "Guatemala" 3838 12
"9827" "Guatemala" 4342 19
"9828" "Guatemala" 5072 26
"9829" "Guatemala" 4607 11
"9830" "Guatemala" 3476 19
"9831" "Guatemala" 1497 9
"9832" "Guatemala" 852 16
"9833" "Guatemala" 1194 12
"9834" "Guatemala" 5133 20
"9835" "Guatemala" 5786 18
"9836" "Guatemala" 6041 12
"9837" "Guatemala" 5693 28
"9838" "Guatemala" 2479 9
"9839" "Guatemala" 1277 10
"9840" "Guatemala" 6621 23
"9841" "Guatemala" 7747 8
"9842" "Guatemala" 7504 12
"9843" "Guatemala" 6918 14
"9844" "Guatemala" 5269 31
"9845" "Guatemala" 1669 9
"9846" "Guatemala" 768 17
"9847" "Guatemala" 6012 12
"9848" "Guatemala" 6723 9
"9849" "Guatemala" 6331 21
"9850" "Guatemala" 6301 15
"9851" "Guatemala" 4645 29
"9852" "Guatemala" 1409 9
"9853" "Guatemala" 876 6
"9854" "Guatemala" 5349 13
"9855" "Guatemala" 4914 19
"9856" "Guatemala" 0 0
"9857" "Guatemala" 9946 33
"9858" "Guatemala" 3523 22
"9859" "Guatemala" 1102 10
"9860" "Guatemala" 216 14
"9861" "Guatemala" 2323 13
"9862" "Guatemala" 3278 6
"9863" "Guatemala" 3205 12
"9864" "Guatemala" 2729 14
"9865" "Guatemala" 2491 18
"9866" "Guatemala" 671 10
"9867" "Guatemala" 405 6
"9868" "Guatemala" 3020 10
"9869" "Guatemala" 3194 13
"9870" "Guatemala" 3698 20
"9871" "Guatemala" 2720 32
"9872" "Guatemala" 1915 18
"9873" "Guatemala" 349 7
"9874" "Guatemala" 143 10
"9875" "Guatemala" 1781 12
"9876" "Guatemala" 3322 9
"9877" "Guatemala" 2876 11
"9878" "Guatemala" 2213 37
"9879" "Guatemala" 2193 30
"9880" "Guatemala" 209 6
"9881" "Guatemala" 129 7
"9882" "Guatemala" 2824 17
"9883" "Guatemala" 2226 18
"9884" "Guatemala" 2039 17
"9885" "Guatemala" 2027 20
"9886" "Guatemala" 1958 14
"9887" "Guatemala" 1033 13
"9888" "Guatemala" 764 9
"9889" "Guatemala" 2110 12
"9890" "Guatemala" 1517 18
"9891" "Guatemala" 1652 24
"9892" "Guatemala" 930 10
"9893" "Guatemala" 306 15
"9894" "Guatemala" 67 13
"9895" "Guatemala" 127 15
"9896" "Guatemala" 1117 17
"9897" "Guatemala" 1380 19
"9898" "Haiti" 3 1
"9899" "Haiti" 1 0
"9900" "Haiti" 2 0
"9901" "Haiti" 3 1
"9902" "Haiti" 0 0
"9903" "Haiti" 1 0
"9904" "Haiti" 0 0
"9905" "Haiti" 9 1
"9906" "Haiti" 0 0
"9907" "Haiti" 1 0
"9908" "Haiti" 0 0
"9909" "Haiti" 2 0
"9910" "Haiti" 1 0
"9911" "Haiti" 0 0
"9912" "Haiti" 3 0
"9913" "Haiti" 10 0
"9914" "Haiti" 1 1
"9915" "Haiti" 10 2
"9916" "Haiti" 0 1
"9917" "Haiti" 0 0
"9918" "Haiti" 2 0
"9919" "Haiti" 2 0
"9920" "Haiti" 0 0
"9921" "Haiti" 0 1
"9922" "Haiti" 5 1
"9923" "Haiti" 4 0
"9924" "Haiti" 0 0
"9925" "Haiti" 3 1
"9926" "Haiti" 12 2
"9927" "Haiti" 1 1
"9928" "Haiti" 7 0
"9929" "Haiti" 21 0
"9930" "Haiti" 17 0
"9931" "Haiti" 5 0
"9932" "Haiti" 21 1
"9933" "Haiti" 37 3
"9934" "Haiti" 10 2
"9935" "Haiti" 15 0
"9936" "Haiti" 39 2
"9937" "Haiti" 37 0
"9938" "Haiti" 48 0
"9939" "Haiti" 98 0
"9940" "Haiti" 77 1
"9941" "Haiti" 63 1
"9942" "Haiti" 67 0
"9943" "Haiti" 71 3
"9944" "Haiti" 78 0
"9945" "Haiti" 53 1
"9946" "Haiti" 93 1
"9947" "Haiti" 105 4
"9948" "Haiti" 111 2
"9949" "Haiti" 146 1
"9950" "Haiti" 123 1
"9951" "Haiti" 141 0
"9952" "Haiti" 281 6
"9953" "Haiti" 259 3
"9954" "Haiti" 102 1
"9955" "Haiti" 281 3
"9956" "Haiti" 97 2
"9957" "Haiti" 36 0
"9958" "Haiti" 284 0
"9959" "Haiti" 148 0
"9960" "Haiti" 262 1
"9961" "Haiti" 204 3
"9962" "Haiti" 124 2
"9963" "Haiti" 134 2
"9964" "Haiti" 145 6
"9965" "Haiti" 0 0
"9966" "Haiti" 224 6
"9967" "Haiti" 144 3
"9968" "Haiti" 132 3
"9969" "Haiti" 106 4
"9970" "Haiti" 141 2
"9971" "Haiti" 228 2
"9972" "Haiti" 64 3
"9973" "Haiti" 97 1
"9974" "Haiti" 134 0
"9975" "Haiti" 5 0
"9976" "Haiti" 108 1
"9977" "Haiti" 105 3
"9978" "Haiti" 114 4
"9979" "Haiti" 179 2
"9980" "Haiti" 0 0
"9981" "Haiti" 125 6
"9982" "Haiti" 86 1
"9983" "Haiti" 42 0
"9984" "Haiti" 65 2
"9985" "Haiti" 61 3
"9986" "Haiti" 129 0
"9987" "Haiti" 64 3
"9988" "Haiti" 39 0
"9989" "Haiti" 38 0
"9990" "Haiti" 61 4
"9991" "Haiti" 54 6
"9992" "Haiti" 96 7
"9993" "Haiti" 35 5
"9994" "Haiti" 73 4
"9995" "Haiti" 37 0
"9996" "Haiti" 0 2
"9997" "Haiti" 104 2
"9998" "Haiti" 71 2
"9999" "Haiti" 46 0
"10000" "Haiti" 27 1
"10001" "Haiti" 78 0
"10002" "Haiti" 10 0
"10003" "Haiti" 37 5
"10004" "Haiti" 46 3
"10005" "Haiti" 21 0
"10006" "Haiti" 30 0
"10007" "Haiti" 63 2
"10008" "Haiti" 37 1
"10009" "Haiti" 18 0
"10010" "Haiti" 25 1
"10011" "Haiti" 31 0
"10012" "Haiti" 7 1
"10013" "Haiti" 34 2
"10014" "Haiti" 12 0
"10015" "Haiti" 44 4
"10016" "Haiti" 8 0
"10017" "Haiti" 35 1
"10018" "Haiti" 21 5
"10019" "Haiti" 12 0
"10020" "Haiti" 38 0
"10021" "Haiti" 17 6
"10022" "Haiti" 12 5
"10023" "Haiti" 23 1
"10024" "Haiti" 15 0
"10025" "Haiti" 94 4
"10026" "Haiti" 38 5
"10027" "Haiti" 29 0
"10028" "Haiti" 21 4
"10029" "Haiti" 48 0
"10030" "Haiti" 18 0
"10031" "Haiti" 24 0
"10032" "Haiti" 28 0
"10033" "Haiti" 48 0
"10034" "Haiti" 19 0
"10035" "Haiti" 34 0
"10036" "Haiti" 32 0
"10037" "Haiti" 28 0
"10038" "Haiti" 2 0
"10039" "Haiti" 10 1
"10040" "Haiti" 29 3
"10041" "Haiti" 10 1
"10042" "Haiti" 13 0
"10043" "Haiti" 35 0
"10044" "Haiti" 15 0
"10045" "Haiti" 0 0
"10046" "Haiti" 34 5
"10047" "Haiti" 0 0
"10048" "Haiti" 68 6
"10049" "Haiti" 0 0
"10050" "Haiti" 34 2
"10051" "Haiti" 0 0
"10052" "Haiti" 2 0
"10053" "Haiti" 14 0
"10054" "Haiti" 53 1
"10055" "Haiti" 28 1
"10056" "Haiti" 0 0
"10057" "Haiti" 21 3
"10058" "Haiti" 15 0
"10059" "Haiti" 6 0
"10060" "Haiti" 31 1
"10061" "Haiti" 26 0
"10062" "Haiti" 0 0
"10063" "Haiti" 44 1
"10064" "Haiti" 0 0
"10065" "Haiti" 24 0
"10066" "Haiti" 0 0
"10067" "Haiti" 22 4
"10068" "Haiti" 0 0
"10069" "Haiti" 38 2
"10070" "Haiti" 0 0
"10071" "Haiti" 39 0
"10072" "Haiti" 17 0
"10073" "Haiti" 0 0
"10074" "Haiti" 26 2
"10075" "Haiti" 0 0
"10076" "Haiti" 26 0
"10077" "Haiti" 0 0
"10078" "Haiti" 27 0
"10079" "Haiti" 0 0
"10080" "Haiti" 0 0
"10081" "Haiti" 19 0
"10082" "Haiti" 16 1
"10083" "Haiti" 0 0
"10084" "Haiti" 6 0
"10085" "Haiti" 22 0
"10086" "Haiti" 0 0
"10087" "Haiti" 5 0
"10088" "Haiti" 21 1
"10089" "Haiti" 0 0
"10090" "Haiti" 17 0
"10091" "Haiti" 0 0
"10092" "Haiti" 0 0
"10093" "Haiti" 0 0
"10094" "Haiti" 51 0
"10095" "Haiti" 3 0
"10096" "Haiti" 0 0
"10097" "Haiti" 20 0
"10098" "Haiti" 16 0
"10099" "Haiti" 11 1
"10100" "Haiti" 0 0
"10101" "Haiti" 0 0
"10102" "Haiti" 20 0
"10103" "Haiti" 8 0
"10104" "Haiti" 0 0
"10105" "Haiti" 0 0
"10106" "Haiti" 0 0
"10107" "Haiti" 0 0
"10108" "Haiti" 0 0
"10109" "Haiti" 46 0
"10110" "Haiti" 9 0
"10111" "Haiti" 0 0
"10112" "Haiti" 18 0
"10113" "Haiti" 0 0
"10114" "Haiti" 0 0
"10115" "Haiti" 10 0
"10116" "Haiti" 15 0
"10117" "Haiti" 0 0
"10118" "Haiti" 16 0
"10119" "Haiti" 0 0
"10120" "Haiti" 11 0
"10121" "Haiti" 9 0
"10122" "Haiti" 3 0
"10123" "Haiti" 0 0
"10124" "Haiti" 17 0
"10125" "Haiti" 3 0
"10126" "Haiti" 3 0
"10127" "Haiti" 0 0
"10128" "Haiti" 10 0
"10129" "Haiti" 5 0
"10130" "Haiti" 19 0
"10131" "Haiti" 8 0
"10132" "Haiti" 8 0
"10133" "Haiti" 0 0
"10134" "Haiti" 8 0
"10135" "Haiti" 22 1
"10136" "Haiti" 2 0
"10137" "Haiti" 7 0
"10138" "Haiti" 10 0
"10139" "Haiti" 34 0
"10140" "Haiti" 23 0
"10141" "Haiti" 0 0
"10142" "Haiti" 29 0
"10143" "Haiti" 0 0
"10144" "Haiti" 35 0
"10145" "Haiti" 0 0
"10146" "Haiti" 31 0
"10147" "Haiti" 26 0
"10148" "Haiti" 18 1
"10149" "Haiti" 56 0
"10150" "Haiti" 32 0
"10151" "Haiti" 0 0
"10152" "Haiti" 30 0
"10153" "Haiti" 21 0
"10154" "Haiti" 26 0
"10155" "Haiti" 0 0
"10156" "Haiti" 97 0
"10157" "Haiti" 34 1
"10158" "Haiti" 41 0
"10159" "Haiti" 0 0
"10160" "Haiti" 0 0
"10161" "Haiti" 0 0
"10162" "Haiti" 112 1
"10163" "Haiti" 0 0
"10164" "Haiti" 41 0
"10165" "Haiti" 0 0
"10166" "Haiti" 16 0
"10167" "Haiti" 0 0
"10168" "Haiti" 62 0
"10169" "Haiti" 50 0
"10170" "Haiti" 0 0
"10171" "Haiti" 0 0
"10172" "Haiti" 0 0
"10173" "Haiti" 76 0
"10174" "Haiti" 38 1
"10175" "Haiti" 0 0
"10176" "Haiti" 31 1
"10177" "Haiti" 0 0
"10178" "Haiti" 114 0
"10179" "Haiti" 29 0
"10180" "Haiti" 154 0
"10181" "Haiti" 66 0
"10182" "Haiti" 146 2
"10183" "Haiti" 0 0
"10184" "Haiti" 71 0
"10185" "Haiti" 55 0
"10186" "Haiti" 56 0
"10187" "Haiti" 0 0
"10188" "Haiti" 72 3
"10189" "Haiti" 64 0
"10190" "Haiti" 0 0
"10191" "Haiti" 187 0
"10192" "Haiti" 0 0
"10193" "Haiti" 0 0
"10194" "Haiti" 116 1
"10195" "Haiti" 58 1
"10196" "Haiti" 73 0
"10197" "Haiti" 0 0
"10198" "Haiti" 57 0
"10199" "Haiti" 82 0
"10200" "Haiti" 20 0
"10201" "Haiti" 0 0
"10202" "Haiti" 66 0
"10203" "Haiti" 48 1
"10204" "Haiti" 0 0
"10205" "Haiti" 102 0
"10206" "Haiti" 61 0
"10207" "Haiti" 22 0
"10208" "Haiti" 25 0
"10209" "Haiti" 0 0
"10210" "Haiti" 127 1
"10211" "Haiti" 0 0
"10212" "Haiti" 49 0
"10213" "Haiti" 14 0
"10214" "Haiti" 0 0
"10215" "Haiti" 0 0
"10216" "Haiti" 48 0
"10217" "Haiti" 20 0
"10218" "Haiti" 35 0
"10219" "Haiti" 0 0
"10220" "Haiti" 43 0
"10221" "Haiti" 0 0
"10222" "Haiti" 0 0
"10223" "Haiti" 78 3
"10224" "Haiti" 0 0
"10225" "Haiti" 18 0
"10226" "Haiti" 45 0
"10227" "Haiti" 38 0
"10228" "Haiti" 5 0
"10229" "Haiti" 0 0
"10230" "Haiti" 0 1
"10231" "Haiti" 0 0
"10232" "Haiti" 0 0
"10233" "Haiti" 0 0
"10234" "Haiti" 58 0
"10235" "Haiti" 0 0
"10236" "Haiti" 38 0
"10237" "Haiti" 0 0
"10238" "Haiti" 0 0
"10239" "Haiti" 32 0
"10240" "Haiti" 5 0
"10241" "Haiti" 17 1
"10242" "Haiti" 2 0
"10243" "Haiti" 12 0
"10244" "Haiti" 14 0
"10245" "Haiti" 0 0
"10246" "Haiti" 8 0
"10247" "Haiti" 10 0
"10248" "Haiti" 0 0
"10249" "Haiti" 4 0
"10250" "Haiti" 0 0
"10251" "Haiti" 0 1
"10252" "Haiti" 0 0
"10253" "Haiti" 0 1
"10254" "Haiti" 4 0
"10255" "Haiti" 26 0
"10256" "Haiti" 0 0
"10257" "Haiti" 0 0
"10258" "Haiti" 0 0
"10259" "Haiti" 15 0
"10260" "Haiti" 0 0
"10261" "Haiti" 0 0
"10262" "Haiti" 13 0
"10263" "Haiti" 24 0
"10264" "Haiti" 0 0
"10265" "Haiti" 0 0
"10266" "Haiti" 0 0
"10267" "Haiti" 2 1
"10268" "Haiti" 19 0
"10269" "Haiti" 33 0
"10270" "Haiti" 0 0
"10271" "Haiti" 0 0
"10272" "Haiti" 0 0
"10273" "Haiti" 26 0
"10274" "Haiti" 0 0
"10275" "Haiti" 0 0
"10276" "Haiti" 14 0
"10277" "Haiti" 0 1
"10278" "Haiti" 41 1
"10279" "Haiti" 18 1
"10280" "Haiti" 0 0
"10281" "Haiti" 39 0
"10282" "Haiti" 0 0
"10283" "Haiti" 38 0
"10284" "Haiti" 0 0
"10285" "Haiti" 41 3
"10286" "Haiti" 14 3
"10287" "Haiti" 15 3
"10288" "Haiti" 0 0
"10289" "Haiti" 0 0
"10290" "Haiti" 0 0
"10291" "Haiti" 0 0
"10292" "Haiti" 15 1
"10293" "Haiti" 48 2
"10294" "Haiti" 28 2
"10295" "Haiti" 13 1
"10296" "Haiti" 85 2
"10297" "Haiti" 40 0
"10298" "Haiti" 67 0
"10299" "Haiti" 60 3
"10300" "Haiti" 78 2
"10301" "Haiti" 0 0
"10302" "Haiti" 26 0
"10303" "Haiti" 0 0
"10304" "Haiti" 111 4
"10305" "Haiti" 171 8
"10306" "Haiti" 0 0
"10307" "Haiti" 131 4
"10308" "Haiti" 0 0
"10309" "Haiti" 0 0
"10310" "Haiti" 91 10
"10311" "Haiti" 130 5
"10312" "Haiti" 93 2
"10313" "Haiti" 214 8
"10314" "Haiti" 146 2
"10315" "Haiti" 220 2
"10316" "Haiti" 127 0
"10317" "Haiti" 65 0
"10318" "Haiti" 159 2
"10319" "Haiti" 153 2
"10320" "Haiti" 460 8
"10321" "Haiti" 106 9
"10322" "Haiti" 0 0
"10323" "Haiti" 78 4
"10324" "Haiti" 0 0
"10325" "Haiti" 0 0
"10326" "Haiti" 482 9
"10327" "Haiti" 101 3
"10328" "Haiti" 0 0
"10329" "Haiti" 197 3
"10330" "Haiti" 0 0
"10331" "Haiti" 0 0
"10332" "Haiti" 0 0
"10333" "Haiti" 202 8
"10334" "Haiti" 0 0
"10335" "Haiti" 542 19
"10336" "Haiti" 0 0
"10337" "Haiti" 360 12
"10338" "Haiti" 0 0
"10339" "Haiti" 0 0
"10340" "Haiti" 249 13
"10341" "Haiti" 129 2
"10342" "Haiti" 221 10
"10343" "Haiti" 96 11
"10344" "Haiti" 0 0
"10345" "Haiti" 0 0
"10346" "Haiti" 0 0
"10347" "Haiti" 294 15
"10348" "Haiti" 155 11
"10349" "Haiti" 65 5
"10350" "Haiti" 0 0
"10351" "Haiti" 48 4
"10352" "Haiti" 0 0
"10353" "Haiti" 0 0
"10354" "Haiti" 0 0
"10355" "Haiti" 0 0
"10356" "Haiti" 154 16
"10357" "Haiti" 0 0
"10358" "Haiti" 0 0
"10359" "Haiti" 0 0
"10360" "Haiti" 0 0
"10361" "Haiti" 173 21
"10362" "Haiti" 16 2
"10363" "Haiti" 0 0
"10364" "Haiti" 64 2
"10365" "Haiti" 135 11
"10366" "Haiti" 0 0
"10367" "Haiti" 0 0
"10368" "Haiti" 55 4
"10369" "Haiti" 101 8
"10370" "Haiti" 82 2
"10371" "Haiti" 77 8
"10372" "Haiti" 0 0
"10373" "Haiti" 0 0
"10374" "Haiti" 0 0
"10375" "Haiti" 80 10
"10376" "Haiti" 150 5
"10377" "Haiti" 0 0
"10378" "Haiti" 19 3
"10379" "Haiti" 0 0
"10380" "Haiti" 0 0
"10381" "Haiti" 0 0
"10382" "Haiti" 63 6
"10383" "Haiti" 0 0
"10384" "Haiti" 0 0
"10385" "Haiti" 118 7
"10386" "Haiti" 0 0
"10387" "Haiti" 0 0
"10388" "Haiti" 0 0
"10389" "Haiti" 49 0
"10390" "Haiti" 0 0
"10391" "Haiti" 0 0
"10392" "Haiti" 133 6
"10393" "Haiti" 0 0
"10394" "Haiti" 0 0
"10395" "Haiti" 0 0
"10396" "Haiti" 30 1
"10397" "Haiti" 27 0
"10398" "Haiti" 0 0
"10399" "Haiti" 87 1
"10400" "Haiti" 0 0
"10401" "Haiti" 0 0
"10402" "Haiti" 0 0
"10403" "Haiti" 17 0
"10404" "Haiti" 46 2
"10405" "Haiti" 20 0
"10406" "Haiti" 25 0
"10407" "Haiti" 36 0
"10408" "Haiti" 0 0
"10409" "Haiti" 0 0
"10410" "Haiti" 92 2
"10411" "Haiti" 25 0
"10412" "Haiti" 30 0
"10413" "Haiti" 0 0
"10414" "Haiti" 38 0
"10415" "Haiti" 0 0
"10416" "Haiti" 0 0
"10417" "Haiti" 16 3
"10418" "Haiti" 93 5
"10419" "Haiti" 47 0
"10420" "Haiti" 0 0
"10421" "Haiti" 12 0
"10422" "Haiti" 0 0
"10423" "Haiti" 0 0
"10424" "Haiti" 38 7
"10425" "Haiti" 63 2
"10426" "Haiti" 0 0
"10427" "Haiti" 22 2
"10428" "Haiti" 33 0
"10429" "Haiti" 0 0
"10430" "Haiti" 0 0
"10431" "Haiti" 54 3
"10432" "Haiti" 107 0
"10433" "Haiti" 0 0
"10434" "Haiti" 0 0
"10435" "Haiti" 269 1
"10436" "Haiti" 0 0
"10437" "Haiti" 0 0
"10438" "Haiti" 56 4
"10439" "Haiti" 153 7
"10440" "Haiti" 229 12
"10441" "Haiti" 0 0
"10442" "Haiti" 0 0
"10443" "Haiti" 28 2
"10444" "Haiti" 144 5
"10445" "Haiti" 88 2
"10446" "Haiti" 61 4
"10447" "Haiti" 56 2
"10448" "Haiti" 96 0
"10449" "Haiti" 0 0
"10450" "Haiti" 106 8
"10451" "Haiti" 0 0
"10452" "Haiti" 109 0
"10453" "Haiti" 282 1
"10454" "Haiti" 82 0
"10455" "Haiti" 0 0
"10456" "Haiti" 0 0
"10457" "Haiti" 0 0
"10458" "Haiti" 0 0
"10459" "Haiti" 213 4
"10460" "Haiti" 0 0
"10461" "Haiti" 154 0
"10462" "Haiti" 50 0
"10463" "Haiti" 0 0
"10464" "Haiti" 137 9
"10465" "Haiti" 0 0
"10466" "Haiti" 0 0
"10467" "Haiti" 44 6
"10468" "Haiti" 0 0
"10469" "Haiti" 28 2
"10470" "Haiti" 41 6
"10471" "Haiti" 0 0
"10472" "Haiti" 0 0
"10473" "Haiti" 160 17
"10474" "Haiti" 0 0
"10475" "Haiti" 0 0
"10476" "Haiti" 0 0
"10477" "Haiti" 310 6
"10478" "Haiti" 0 0
"10479" "Haiti" 0 0
"10480" "Haiti" 92 0
"10481" "Haiti" 75 3
"10482" "Haiti" 0 0
"10483" "Haiti" 0 0
"10484" "Haiti" 58 0
"10485" "Haiti" 0 0
"10486" "Haiti" 0 0
"10487" "Haiti" 182 8
"10488" "Haiti" 0 0
"10489" "Haiti" 24 4
"10490" "Haiti" 0 0
"10491" "Haiti" 53 0
"10492" "Haiti" 0 0
"10493" "Haiti" 0 0
"10494" "Haiti" 148 15
"10495" "Haiti" 0 0
"10496" "Haiti" 176 8
"10497" "Haiti" 0 0
"10498" "Haiti" 112 1
"10499" "Haiti" 47 0
"10500" "Haiti" 0 0
"10501" "Haiti" 128 3
"10502" "Haiti" 0 0
"10503" "Haiti" 53 4
"10504" "Haiti" 53 4
"10505" "Haiti" 0 0
"10506" "Haiti" 0 0
"10507" "Haiti" 0 0
"10508" "Haiti" 14 3
"10509" "Haiti" 107 1
"10510" "Haiti" 14 0
"10511" "Haiti" 28 3
"10512" "Haiti" 0 0
"10513" "Haiti" 13 0
"10514" "Haiti" 0 0
"10515" "Haiti" 3 0
"10516" "Haiti" 0 0
"10517" "Haiti" 18 0
"10518" "Haiti" 4 0
"10519" "Haiti" 5 0
"10520" "Haiti" 0 0
"10521" "Haiti" 0 0
"10522" "Haiti" 24 1
"10523" "Haiti" 2 0
"10524" "Haiti" 9 0
"10525" "Haiti" 0 0
"10526" "Haiti" 0 0
"10527" "Haiti" 0 0
"10528" "Haiti" 0 0
"10529" "Haiti" 71 0
"10530" "Haiti" 157 7
"10531" "Haiti" 46 1
"10532" "Haiti" 45 0
"10533" "Haiti" 0 0
"10534" "Haiti" 0 0
"10535" "Haiti" 350 6
"10536" "Haiti" 153 0
